cell_id	leiden	cell_type
Composite-TMA-20_1125	10	Epithelial
Composite-TMA-20_11250	0	Stromal
Composite-TMA-20_11251	3	Epithelial proliferative
Composite-TMA-20_11252	0	Stromal
Composite-TMA-20_11253	3	Epithelial proliferative
Composite-TMA-20_11254	19	Stromal
Composite-TMA-20_11255	0	Stromal
Composite-TMA-20_11256	8	Epithelial immunosuppressive
Composite-TMA-20_11257	6	Epithelial proliferative
Composite-TMA-20_11258	3	Epithelial proliferative
Composite-TMA-20_11259	10	Epithelial
Composite-TMA-20_1126	6	Epithelial proliferative
Composite-TMA-20_11260	4	Epithelial
Composite-TMA-20_11261	10	Epithelial
Composite-TMA-20_11262	10	Epithelial
Composite-TMA-20_11263	10	Epithelial
Composite-TMA-20_11264	17	Epithelial
Composite-TMA-20_11265	0	Stromal
Composite-TMA-20_11266	0	Stromal
Composite-TMA-20_11267	3	Epithelial proliferative
Composite-TMA-20_11268	10	Epithelial
Composite-TMA-20_11269	0	Stromal
Composite-TMA-20_1127	4	Epithelial
Composite-TMA-20_11270	5	Stromal
Composite-TMA-20_11271	0	Stromal
Composite-TMA-20_11272	19	Stromal
Composite-TMA-20_11273	6	Epithelial proliferative
Composite-TMA-20_11274	0	Stromal
Composite-TMA-20_11275	0	Stromal
Composite-TMA-20_11276	0	Stromal
Composite-TMA-20_11277	4	Epithelial
Composite-TMA-20_11278	0	Stromal
Composite-TMA-20_11279	0	Stromal
Composite-TMA-20_1128	3	Epithelial proliferative
Composite-TMA-20_11280	6	Epithelial proliferative
Composite-TMA-20_11281	4	Epithelial
Composite-TMA-20_11282	8	Epithelial immunosuppressive
Composite-TMA-20_11283	19	Stromal
Composite-TMA-20_11284	19	Stromal
Composite-TMA-20_11286	17	Epithelial
Composite-TMA-20_11287	0	Stromal
Composite-TMA-20_11288	3	Epithelial proliferative
Composite-TMA-20_11289	20	Unclear
Composite-TMA-20_1129	0	Stromal
Composite-TMA-20_11290	4	Epithelial
Composite-TMA-20_11291	5	Stromal
Composite-TMA-20_11292	0	Stromal
Composite-TMA-20_11293	3	Epithelial proliferative
Composite-TMA-20_11295	0	Stromal
Composite-TMA-20_11296	19	Stromal
Composite-TMA-20_11297	0	Stromal
Composite-TMA-20_11298	0	Stromal
Composite-TMA-20_11299	3	Epithelial proliferative
Composite-TMA-20_113	17	Epithelial
Composite-TMA-20_1130	0	Stromal
Composite-TMA-20_11300	10	Epithelial
Composite-TMA-20_11301	4	Epithelial
Composite-TMA-20_11302	0	Stromal
Composite-TMA-20_11303	4	Epithelial
Composite-TMA-20_11304	0	Stromal
Composite-TMA-20_11305	10	Epithelial
Composite-TMA-20_11306	4	Epithelial
Composite-TMA-20_11307	3	Epithelial proliferative
Composite-TMA-20_11308	0	Stromal
Composite-TMA-20_11309	10	Epithelial
Composite-TMA-20_1131	3	Epithelial proliferative
Composite-TMA-20_11310	8	Epithelial immunosuppressive
Composite-TMA-20_11311	3	Epithelial proliferative
Composite-TMA-20_11312	3	Epithelial proliferative
Composite-TMA-20_11313	0	Stromal
Composite-TMA-20_11314	17	Epithelial
Composite-TMA-20_11315	6	Epithelial proliferative
Composite-TMA-20_11316	0	Stromal
Composite-TMA-20_11317	6	Epithelial proliferative
Composite-TMA-20_11318	5	Stromal
Composite-TMA-20_11320	0	Stromal
Composite-TMA-20_11321	3	Epithelial proliferative
Composite-TMA-20_11322	0	Stromal
Composite-TMA-20_11323	3	Epithelial proliferative
Composite-TMA-20_11325	4	Epithelial
Composite-TMA-20_11326	8	Epithelial immunosuppressive
Composite-TMA-20_11327	10	Epithelial
Composite-TMA-20_11328	0	Stromal
Composite-TMA-20_11329	10	Epithelial
Composite-TMA-20_1133	0	Stromal
Composite-TMA-20_11330	0	Stromal
Composite-TMA-20_11332	19	Stromal
Composite-TMA-20_11333	19	Stromal
Composite-TMA-20_11334	10	Epithelial
Composite-TMA-20_11335	4	Epithelial
Composite-TMA-20_11336	20	Unclear
Composite-TMA-20_11337	0	Stromal
Composite-TMA-20_11338	3	Epithelial proliferative
Composite-TMA-20_11339	4	Epithelial
Composite-TMA-20_1134	3	Epithelial proliferative
Composite-TMA-20_11340	3	Epithelial proliferative
Composite-TMA-20_11341	4	Epithelial
Composite-TMA-20_11342	19	Stromal
Composite-TMA-20_11343	3	Epithelial proliferative
Composite-TMA-20_11344	3	Epithelial proliferative
Composite-TMA-20_11345	3	Epithelial proliferative
Composite-TMA-20_11346	3	Epithelial proliferative
Composite-TMA-20_11347	6	Epithelial proliferative
Composite-TMA-20_11348	8	Epithelial immunosuppressive
Composite-TMA-20_1135	3	Epithelial proliferative
Composite-TMA-20_11350	5	Stromal
Composite-TMA-20_11351	0	Stromal
Composite-TMA-20_11352	4	Epithelial
Composite-TMA-20_11353	17	Epithelial
Composite-TMA-20_11354	17	Epithelial
Composite-TMA-20_11355	0	Stromal
Composite-TMA-20_11356	5	Stromal
Composite-TMA-20_11357	6	Epithelial proliferative
Composite-TMA-20_11358	20	Unclear
Composite-TMA-20_11359	10	Epithelial
Composite-TMA-20_1136	10	Epithelial
Composite-TMA-20_11360	3	Epithelial proliferative
Composite-TMA-20_11362	20	Unclear
Composite-TMA-20_11363	20	Unclear
Composite-TMA-20_11364	10	Epithelial
Composite-TMA-20_11365	0	Stromal
Composite-TMA-20_11366	5	Stromal
Composite-TMA-20_11367	4	Epithelial
Composite-TMA-20_11368	10	Epithelial
Composite-TMA-20_11369	6	Epithelial proliferative
Composite-TMA-20_1137	8	Epithelial immunosuppressive
Composite-TMA-20_11370	3	Epithelial proliferative
Composite-TMA-20_11371	5	Stromal
Composite-TMA-20_11372	0	Stromal
Composite-TMA-20_11373	4	Epithelial
Composite-TMA-20_11374	0	Stromal
Composite-TMA-20_11375	10	Epithelial
Composite-TMA-20_11376	10	Epithelial
Composite-TMA-20_11377	4	Epithelial
Composite-TMA-20_11378	5	Stromal
Composite-TMA-20_1138	0	Stromal
Composite-TMA-20_11380	5	Stromal
Composite-TMA-20_11383	5	Stromal
Composite-TMA-20_11384	3	Epithelial proliferative
Composite-TMA-20_11386	19	Stromal
Composite-TMA-20_11387	5	Stromal
Composite-TMA-20_11388	8	Epithelial immunosuppressive
Composite-TMA-20_11389	10	Epithelial
Composite-TMA-20_1139	6	Epithelial proliferative
Composite-TMA-20_11390	0	Stromal
Composite-TMA-20_11391	8	Epithelial immunosuppressive
Composite-TMA-20_11392	3	Epithelial proliferative
Composite-TMA-20_11393	5	Stromal
Composite-TMA-20_11394	10	Epithelial
Composite-TMA-20_11395	19	Stromal
Composite-TMA-20_11396	6	Epithelial proliferative
Composite-TMA-20_11397	8	Epithelial immunosuppressive
Composite-TMA-20_11398	4	Epithelial
Composite-TMA-20_11399	19	Stromal
Composite-TMA-20_114	0	Stromal
Composite-TMA-20_1140	6	Epithelial proliferative
Composite-TMA-20_11400	17	Epithelial
Composite-TMA-20_11401	0	Stromal
Composite-TMA-20_11402	10	Epithelial
Composite-TMA-20_11403	8	Epithelial immunosuppressive
Composite-TMA-20_11406	6	Epithelial proliferative
Composite-TMA-20_11407	17	Epithelial
Composite-TMA-20_11408	4	Epithelial
Composite-TMA-20_11409	4	Epithelial
Composite-TMA-20_1141	8	Epithelial immunosuppressive
Composite-TMA-20_11410	3	Epithelial proliferative
Composite-TMA-20_11411	8	Epithelial immunosuppressive
Composite-TMA-20_11412	3	Epithelial proliferative
Composite-TMA-20_11413	9	Epithelial
Composite-TMA-20_11414	0	Stromal
Composite-TMA-20_11415	0	Stromal
Composite-TMA-20_11416	10	Epithelial
Composite-TMA-20_11417	8	Epithelial immunosuppressive
Composite-TMA-20_11418	9	Epithelial
Composite-TMA-20_11419	4	Epithelial
Composite-TMA-20_1142	3	Epithelial proliferative
Composite-TMA-20_11420	8	Epithelial immunosuppressive
Composite-TMA-20_11421	3	Epithelial proliferative
Composite-TMA-20_11422	10	Epithelial
Composite-TMA-20_11423	8	Epithelial immunosuppressive
Composite-TMA-20_11424	4	Epithelial
Composite-TMA-20_11425	0	Stromal
Composite-TMA-20_11426	0	Stromal
Composite-TMA-20_11428	4	Epithelial
Composite-TMA-20_11429	3	Epithelial proliferative
Composite-TMA-20_1143	3	Epithelial proliferative
Composite-TMA-20_11430	3	Epithelial proliferative
Composite-TMA-20_11431	9	Epithelial
Composite-TMA-20_11432	8	Epithelial immunosuppressive
Composite-TMA-20_11433	10	Epithelial
Composite-TMA-20_11434	4	Epithelial
Composite-TMA-20_11435	0	Stromal
Composite-TMA-20_11437	9	Epithelial
Composite-TMA-20_11438	0	Stromal
Composite-TMA-20_11439	4	Epithelial
Composite-TMA-20_1144	9	Epithelial
Composite-TMA-20_11440	6	Epithelial proliferative
Composite-TMA-20_11441	10	Epithelial
Composite-TMA-20_11442	5	Stromal
Composite-TMA-20_11443	20	Unclear
Composite-TMA-20_11444	2	Epithelial immunosuppressive
Composite-TMA-20_11445	19	Stromal
Composite-TMA-20_11446	9	Epithelial
Composite-TMA-20_11447	0	Stromal
Composite-TMA-20_11448	0	Stromal
Composite-TMA-20_11449	0	Stromal
Composite-TMA-20_1145	9	Epithelial
Composite-TMA-20_11450	8	Epithelial immunosuppressive
Composite-TMA-20_11451	4	Epithelial
Composite-TMA-20_11452	10	Epithelial
Composite-TMA-20_11453	0	Stromal
Composite-TMA-20_11454	10	Epithelial
Composite-TMA-20_11455	6	Epithelial proliferative
Composite-TMA-20_11456	3	Epithelial proliferative
Composite-TMA-20_11457	8	Epithelial immunosuppressive
Composite-TMA-20_11459	17	Epithelial
Composite-TMA-20_1146	0	Stromal
Composite-TMA-20_11460	0	Stromal
Composite-TMA-20_11461	4	Epithelial
Composite-TMA-20_11462	4	Epithelial
Composite-TMA-20_11463	4	Epithelial
Composite-TMA-20_11464	10	Epithelial
Composite-TMA-20_11465	10	Epithelial
Composite-TMA-20_11466	8	Epithelial immunosuppressive
Composite-TMA-20_11467	19	Stromal
Composite-TMA-20_11468	5	Stromal
Composite-TMA-20_11469	0	Stromal
Composite-TMA-20_1147	3	Epithelial proliferative
Composite-TMA-20_11470	0	Stromal
Composite-TMA-20_11471	3	Epithelial proliferative
Composite-TMA-20_11472	10	Epithelial
Composite-TMA-20_11473	10	Epithelial
Composite-TMA-20_11474	4	Epithelial
Composite-TMA-20_11475	19	Stromal
Composite-TMA-20_11476	10	Epithelial
Composite-TMA-20_11477	17	Epithelial
Composite-TMA-20_11478	3	Epithelial proliferative
Composite-TMA-20_11479	9	Epithelial
Composite-TMA-20_1148	3	Epithelial proliferative
Composite-TMA-20_11480	3	Epithelial proliferative
Composite-TMA-20_11481	5	Stromal
Composite-TMA-20_11482	10	Epithelial
Composite-TMA-20_11483	3	Epithelial proliferative
Composite-TMA-20_11484	8	Epithelial immunosuppressive
Composite-TMA-20_11485	8	Epithelial immunosuppressive
Composite-TMA-20_11486	3	Epithelial proliferative
Composite-TMA-20_11487	0	Stromal
Composite-TMA-20_11488	4	Epithelial
Composite-TMA-20_11489	19	Stromal
Composite-TMA-20_1149	3	Epithelial proliferative
Composite-TMA-20_11490	0	Stromal
Composite-TMA-20_11492	4	Epithelial
Composite-TMA-20_11493	3	Epithelial proliferative
Composite-TMA-20_11494	10	Epithelial
Composite-TMA-20_11495	3	Epithelial proliferative
Composite-TMA-20_11496	19	Stromal
Composite-TMA-20_11497	0	Stromal
Composite-TMA-20_11498	4	Epithelial
Composite-TMA-20_11499	5	Stromal
Composite-TMA-20_115	9	Epithelial
Composite-TMA-20_1150	3	Epithelial proliferative
Composite-TMA-20_11500	0	Stromal
Composite-TMA-20_11501	6	Epithelial proliferative
Composite-TMA-20_11502	10	Epithelial
Composite-TMA-20_11503	5	Stromal
Composite-TMA-20_11504	0	Stromal
Composite-TMA-20_11505	10	Epithelial
Composite-TMA-20_11506	0	Stromal
Composite-TMA-20_11507	6	Epithelial proliferative
Composite-TMA-20_11508	4	Epithelial
Composite-TMA-20_1151	4	Epithelial
Composite-TMA-20_11510	5	Stromal
Composite-TMA-20_11511	0	Stromal
Composite-TMA-20_11512	0	Stromal
Composite-TMA-20_11513	8	Epithelial immunosuppressive
Composite-TMA-20_11514	4	Epithelial
Composite-TMA-20_11515	0	Stromal
Composite-TMA-20_11516	20	Unclear
Composite-TMA-20_11518	0	Stromal
Composite-TMA-20_11519	6	Epithelial proliferative
Composite-TMA-20_1152	6	Epithelial proliferative
Composite-TMA-20_11520	6	Epithelial proliferative
Composite-TMA-20_11521	0	Stromal
Composite-TMA-20_11522	8	Epithelial immunosuppressive
Composite-TMA-20_11523	8	Epithelial immunosuppressive
Composite-TMA-20_11524	6	Epithelial proliferative
Composite-TMA-20_11525	0	Stromal
Composite-TMA-20_11526	3	Epithelial proliferative
Composite-TMA-20_11527	5	Stromal
Composite-TMA-20_11528	5	Stromal
Composite-TMA-20_11529	0	Stromal
Composite-TMA-20_1153	3	Epithelial proliferative
Composite-TMA-20_11530	3	Epithelial proliferative
Composite-TMA-20_11531	8	Epithelial immunosuppressive
Composite-TMA-20_11532	17	Epithelial
Composite-TMA-20_11533	5	Stromal
Composite-TMA-20_11534	8	Epithelial immunosuppressive
Composite-TMA-20_11535	0	Stromal
Composite-TMA-20_11536	5	Stromal
Composite-TMA-20_11537	0	Stromal
Composite-TMA-20_11538	19	Stromal
Composite-TMA-20_11539	0	Stromal
Composite-TMA-20_1154	6	Epithelial proliferative
Composite-TMA-20_11540	5	Stromal
Composite-TMA-20_11541	6	Epithelial proliferative
Composite-TMA-20_11542	3	Epithelial proliferative
Composite-TMA-20_11543	8	Epithelial immunosuppressive
Composite-TMA-20_11544	8	Epithelial immunosuppressive
Composite-TMA-20_11545	5	Stromal
Composite-TMA-20_11546	10	Epithelial
Composite-TMA-20_11547	8	Epithelial immunosuppressive
Composite-TMA-20_11548	17	Epithelial
Composite-TMA-20_11549	0	Stromal
Composite-TMA-20_1155	9	Epithelial
Composite-TMA-20_11550	4	Epithelial
Composite-TMA-20_11551	4	Epithelial
Composite-TMA-20_11552	4	Epithelial
Composite-TMA-20_11553	10	Epithelial
Composite-TMA-20_11554	10	Epithelial
Composite-TMA-20_11555	3	Epithelial proliferative
Composite-TMA-20_11556	3	Epithelial proliferative
Composite-TMA-20_11557	9	Epithelial
Composite-TMA-20_11558	4	Epithelial
Composite-TMA-20_11559	4	Epithelial
Composite-TMA-20_1156	3	Epithelial proliferative
Composite-TMA-20_11560	3	Epithelial proliferative
Composite-TMA-20_11561	0	Stromal
Composite-TMA-20_11562	17	Epithelial
Composite-TMA-20_11563	4	Epithelial
Composite-TMA-20_11565	5	Stromal
Composite-TMA-20_11566	4	Epithelial
Composite-TMA-20_11567	0	Stromal
Composite-TMA-20_11568	3	Epithelial proliferative
Composite-TMA-20_11569	4	Epithelial
Composite-TMA-20_1157	3	Epithelial proliferative
Composite-TMA-20_11570	8	Epithelial immunosuppressive
Composite-TMA-20_11571	4	Epithelial
Composite-TMA-20_11572	8	Epithelial immunosuppressive
Composite-TMA-20_11573	3	Epithelial proliferative
Composite-TMA-20_11574	3	Epithelial proliferative
Composite-TMA-20_11575	0	Stromal
Composite-TMA-20_11576	0	Stromal
Composite-TMA-20_11577	5	Stromal
Composite-TMA-20_11578	6	Epithelial proliferative
Composite-TMA-20_11579	4	Epithelial
Composite-TMA-20_1158	9	Epithelial
Composite-TMA-20_11580	20	Unclear
Composite-TMA-20_11581	3	Epithelial proliferative
Composite-TMA-20_11583	17	Epithelial
Composite-TMA-20_11585	4	Epithelial
Composite-TMA-20_11586	8	Epithelial immunosuppressive
Composite-TMA-20_11587	0	Stromal
Composite-TMA-20_11588	0	Stromal
Composite-TMA-20_11589	3	Epithelial proliferative
Composite-TMA-20_1159	9	Epithelial
Composite-TMA-20_11590	12	Unclear
Composite-TMA-20_11591	10	Epithelial
Composite-TMA-20_11592	6	Epithelial proliferative
Composite-TMA-20_11593	0	Stromal
Composite-TMA-20_11594	0	Stromal
Composite-TMA-20_11595	4	Epithelial
Composite-TMA-20_11596	10	Epithelial
Composite-TMA-20_11597	0	Stromal
Composite-TMA-20_11598	10	Epithelial
Composite-TMA-20_11599	10	Epithelial
Composite-TMA-20_116	5	Stromal
Composite-TMA-20_1160	3	Epithelial proliferative
Composite-TMA-20_11600	17	Epithelial
Composite-TMA-20_11601	17	Epithelial
Composite-TMA-20_11602	6	Epithelial proliferative
Composite-TMA-20_11603	3	Epithelial proliferative
Composite-TMA-20_11604	6	Epithelial proliferative
Composite-TMA-20_11605	0	Stromal
Composite-TMA-20_11606	6	Epithelial proliferative
Composite-TMA-20_11608	0	Stromal
Composite-TMA-20_11609	0	Stromal
Composite-TMA-20_1161	3	Epithelial proliferative
Composite-TMA-20_11610	4	Epithelial
Composite-TMA-20_11611	10	Epithelial
Composite-TMA-20_11612	3	Epithelial proliferative
Composite-TMA-20_11613	3	Epithelial proliferative
Composite-TMA-20_11615	0	Stromal
Composite-TMA-20_11616	9	Epithelial
Composite-TMA-20_11617	0	Stromal
Composite-TMA-20_11618	5	Stromal
Composite-TMA-20_11619	10	Epithelial
Composite-TMA-20_1162	3	Epithelial proliferative
Composite-TMA-20_11620	4	Epithelial
Composite-TMA-20_11621	3	Epithelial proliferative
Composite-TMA-20_11622	20	Unclear
Composite-TMA-20_11623	4	Epithelial
Composite-TMA-20_11624	4	Epithelial
Composite-TMA-20_11625	4	Epithelial
Composite-TMA-20_11626	8	Epithelial immunosuppressive
Composite-TMA-20_11627	4	Epithelial
Composite-TMA-20_11628	3	Epithelial proliferative
Composite-TMA-20_11629	3	Epithelial proliferative
Composite-TMA-20_1163	3	Epithelial proliferative
Composite-TMA-20_11630	20	Unclear
Composite-TMA-20_11632	0	Stromal
Composite-TMA-20_11633	0	Stromal
Composite-TMA-20_11634	4	Epithelial
Composite-TMA-20_11635	4	Epithelial
Composite-TMA-20_11636	3	Epithelial proliferative
Composite-TMA-20_11637	3	Epithelial proliferative
Composite-TMA-20_11638	5	Stromal
Composite-TMA-20_11639	3	Epithelial proliferative
Composite-TMA-20_1164	3	Epithelial proliferative
Composite-TMA-20_11640	0	Stromal
Composite-TMA-20_11641	8	Epithelial immunosuppressive
Composite-TMA-20_11642	8	Epithelial immunosuppressive
Composite-TMA-20_11643	9	Epithelial
Composite-TMA-20_11644	6	Epithelial proliferative
Composite-TMA-20_11645	0	Stromal
Composite-TMA-20_11646	5	Stromal
Composite-TMA-20_11647	0	Stromal
Composite-TMA-20_11648	5	Stromal
Composite-TMA-20_11649	6	Epithelial proliferative
Composite-TMA-20_1165	3	Epithelial proliferative
Composite-TMA-20_11650	3	Epithelial proliferative
Composite-TMA-20_11651	4	Epithelial
Composite-TMA-20_11652	4	Epithelial
Composite-TMA-20_11653	10	Epithelial
Composite-TMA-20_11654	8	Epithelial immunosuppressive
Composite-TMA-20_11655	17	Epithelial
Composite-TMA-20_11656	5	Stromal
Composite-TMA-20_11657	0	Stromal
Composite-TMA-20_11659	10	Epithelial
Composite-TMA-20_1166	3	Epithelial proliferative
Composite-TMA-20_11660	0	Stromal
Composite-TMA-20_11661	10	Epithelial
Composite-TMA-20_11662	0	Stromal
Composite-TMA-20_11663	4	Epithelial
Composite-TMA-20_11664	0	Stromal
Composite-TMA-20_11665	8	Epithelial immunosuppressive
Composite-TMA-20_11667	9	Epithelial
Composite-TMA-20_11668	0	Stromal
Composite-TMA-20_11669	5	Stromal
Composite-TMA-20_1167	3	Epithelial proliferative
Composite-TMA-20_11670	3	Epithelial proliferative
Composite-TMA-20_11671	3	Epithelial proliferative
Composite-TMA-20_11672	8	Epithelial immunosuppressive
Composite-TMA-20_11674	10	Epithelial
Composite-TMA-20_11676	10	Epithelial
Composite-TMA-20_11677	3	Epithelial proliferative
Composite-TMA-20_11678	5	Stromal
Composite-TMA-20_11679	10	Epithelial
Composite-TMA-20_1168	3	Epithelial proliferative
Composite-TMA-20_11680	0	Stromal
Composite-TMA-20_11681	5	Stromal
Composite-TMA-20_11682	5	Stromal
Composite-TMA-20_11683	8	Epithelial immunosuppressive
Composite-TMA-20_11684	5	Stromal
Composite-TMA-20_11685	8	Epithelial immunosuppressive
Composite-TMA-20_11686	10	Epithelial
Composite-TMA-20_11687	19	Stromal
Composite-TMA-20_11688	20	Unclear
Composite-TMA-20_11689	4	Epithelial
Composite-TMA-20_1169	3	Epithelial proliferative
Composite-TMA-20_11690	4	Epithelial
Composite-TMA-20_11691	6	Epithelial proliferative
Composite-TMA-20_11692	0	Stromal
Composite-TMA-20_11693	5	Stromal
Composite-TMA-20_11694	0	Stromal
Composite-TMA-20_11696	5	Stromal
Composite-TMA-20_11697	4	Epithelial
Composite-TMA-20_11698	3	Epithelial proliferative
Composite-TMA-20_11699	5	Stromal
Composite-TMA-20_117	9	Epithelial
Composite-TMA-20_1170	0	Stromal
Composite-TMA-20_11700	20	Unclear
Composite-TMA-20_11701	8	Epithelial immunosuppressive
Composite-TMA-20_11702	8	Epithelial immunosuppressive
Composite-TMA-20_11703	8	Epithelial immunosuppressive
Composite-TMA-20_11704	17	Epithelial
Composite-TMA-20_11705	5	Stromal
Composite-TMA-20_11706	8	Epithelial immunosuppressive
Composite-TMA-20_11707	0	Stromal
Composite-TMA-20_11708	3	Epithelial proliferative
Composite-TMA-20_11709	3	Epithelial proliferative
Composite-TMA-20_1171	0	Stromal
Composite-TMA-20_11710	6	Epithelial proliferative
Composite-TMA-20_11711	8	Epithelial immunosuppressive
Composite-TMA-20_11713	0	Stromal
Composite-TMA-20_11714	4	Epithelial
Composite-TMA-20_11715	5	Stromal
Composite-TMA-20_11716	10	Epithelial
Composite-TMA-20_11717	3	Epithelial proliferative
Composite-TMA-20_11718	0	Stromal
Composite-TMA-20_11719	3	Epithelial proliferative
Composite-TMA-20_1172	6	Epithelial proliferative
Composite-TMA-20_11720	10	Epithelial
Composite-TMA-20_11721	19	Stromal
Composite-TMA-20_11723	8	Epithelial immunosuppressive
Composite-TMA-20_11725	3	Epithelial proliferative
Composite-TMA-20_11726	3	Epithelial proliferative
Composite-TMA-20_11727	8	Epithelial immunosuppressive
Composite-TMA-20_11728	10	Epithelial
Composite-TMA-20_11729	0	Stromal
Composite-TMA-20_1173	6	Epithelial proliferative
Composite-TMA-20_11730	6	Epithelial proliferative
Composite-TMA-20_11731	4	Epithelial
Composite-TMA-20_11732	3	Epithelial proliferative
Composite-TMA-20_11733	0	Stromal
Composite-TMA-20_11734	6	Epithelial proliferative
Composite-TMA-20_11735	5	Stromal
Composite-TMA-20_11736	5	Stromal
Composite-TMA-20_11737	4	Epithelial
Composite-TMA-20_11738	17	Epithelial
Composite-TMA-20_11739	5	Stromal
Composite-TMA-20_1174	3	Epithelial proliferative
Composite-TMA-20_11740	4	Epithelial
Composite-TMA-20_11741	10	Epithelial
Composite-TMA-20_11742	4	Epithelial
Composite-TMA-20_11743	8	Epithelial immunosuppressive
Composite-TMA-20_11744	0	Stromal
Composite-TMA-20_11745	8	Epithelial immunosuppressive
Composite-TMA-20_11746	3	Epithelial proliferative
Composite-TMA-20_11747	10	Epithelial
Composite-TMA-20_11748	6	Epithelial proliferative
Composite-TMA-20_11749	3	Epithelial proliferative
Composite-TMA-20_1175	0	Stromal
Composite-TMA-20_11750	17	Epithelial
Composite-TMA-20_11751	6	Epithelial proliferative
Composite-TMA-20_11752	8	Epithelial immunosuppressive
Composite-TMA-20_11753	3	Epithelial proliferative
Composite-TMA-20_11754	10	Epithelial
Composite-TMA-20_11755	3	Epithelial proliferative
Composite-TMA-20_11756	3	Epithelial proliferative
Composite-TMA-20_11757	0	Stromal
Composite-TMA-20_11758	8	Epithelial immunosuppressive
Composite-TMA-20_11760	17	Epithelial
Composite-TMA-20_11761	5	Stromal
Composite-TMA-20_11762	8	Epithelial immunosuppressive
Composite-TMA-20_11763	10	Epithelial
Composite-TMA-20_11764	8	Epithelial immunosuppressive
Composite-TMA-20_11765	20	Unclear
Composite-TMA-20_11766	19	Stromal
Composite-TMA-20_11767	9	Epithelial
Composite-TMA-20_11768	0	Stromal
Composite-TMA-20_11769	4	Epithelial
Composite-TMA-20_1177	0	Stromal
Composite-TMA-20_11770	8	Epithelial immunosuppressive
Composite-TMA-20_11771	8	Epithelial immunosuppressive
Composite-TMA-20_11772	4	Epithelial
Composite-TMA-20_11773	5	Stromal
Composite-TMA-20_11774	20	Unclear
Composite-TMA-20_11775	19	Stromal
Composite-TMA-20_11777	8	Epithelial immunosuppressive
Composite-TMA-20_11778	5	Stromal
Composite-TMA-20_11779	4	Epithelial
Composite-TMA-20_1178	0	Stromal
Composite-TMA-20_11780	8	Epithelial immunosuppressive
Composite-TMA-20_11781	10	Epithelial
Composite-TMA-20_11782	4	Epithelial
Composite-TMA-20_11783	10	Epithelial
Composite-TMA-20_11784	0	Stromal
Composite-TMA-20_11785	5	Stromal
Composite-TMA-20_11786	4	Epithelial
Composite-TMA-20_11787	3	Epithelial proliferative
Composite-TMA-20_11788	4	Epithelial
Composite-TMA-20_11789	3	Epithelial proliferative
Composite-TMA-20_1179	3	Epithelial proliferative
Composite-TMA-20_11790	0	Stromal
Composite-TMA-20_11791	0	Stromal
Composite-TMA-20_11792	0	Stromal
Composite-TMA-20_11793	10	Epithelial
Composite-TMA-20_11794	4	Epithelial
Composite-TMA-20_11795	0	Stromal
Composite-TMA-20_11796	20	Unclear
Composite-TMA-20_11797	0	Stromal
Composite-TMA-20_11798	0	Stromal
Composite-TMA-20_118	9	Epithelial
Composite-TMA-20_1180	3	Epithelial proliferative
Composite-TMA-20_11800	9	Epithelial
Composite-TMA-20_11801	0	Stromal
Composite-TMA-20_11802	5	Stromal
Composite-TMA-20_11803	8	Epithelial immunosuppressive
Composite-TMA-20_11804	8	Epithelial immunosuppressive
Composite-TMA-20_11805	9	Epithelial
Composite-TMA-20_11806	10	Epithelial
Composite-TMA-20_11807	0	Stromal
Composite-TMA-20_11808	3	Epithelial proliferative
Composite-TMA-20_11809	8	Epithelial immunosuppressive
Composite-TMA-20_1181	5	Stromal
Composite-TMA-20_11810	4	Epithelial
Composite-TMA-20_11811	4	Epithelial
Composite-TMA-20_11812	6	Epithelial proliferative
Composite-TMA-20_11813	0	Stromal
Composite-TMA-20_11814	3	Epithelial proliferative
Composite-TMA-20_11815	10	Epithelial
Composite-TMA-20_11816	10	Epithelial
Composite-TMA-20_11817	6	Epithelial proliferative
Composite-TMA-20_11818	3	Epithelial proliferative
Composite-TMA-20_11819	10	Epithelial
Composite-TMA-20_1182	0	Stromal
Composite-TMA-20_11820	17	Epithelial
Composite-TMA-20_11821	10	Epithelial
Composite-TMA-20_11822	0	Stromal
Composite-TMA-20_11823	5	Stromal
Composite-TMA-20_11824	0	Stromal
Composite-TMA-20_11825	8	Epithelial immunosuppressive
Composite-TMA-20_11826	8	Epithelial immunosuppressive
Composite-TMA-20_11827	3	Epithelial proliferative
Composite-TMA-20_11828	6	Epithelial proliferative
Composite-TMA-20_11829	3	Epithelial proliferative
Composite-TMA-20_1183	0	Stromal
Composite-TMA-20_11830	5	Stromal
Composite-TMA-20_11831	6	Epithelial proliferative
Composite-TMA-20_11832	10	Epithelial
Composite-TMA-20_11833	3	Epithelial proliferative
Composite-TMA-20_11834	0	Stromal
Composite-TMA-20_11835	4	Epithelial
Composite-TMA-20_11836	4	Epithelial
Composite-TMA-20_11837	8	Epithelial immunosuppressive
Composite-TMA-20_11838	17	Epithelial
Composite-TMA-20_11839	10	Epithelial
Composite-TMA-20_1184	0	Stromal
Composite-TMA-20_11840	3	Epithelial proliferative
Composite-TMA-20_11841	0	Stromal
Composite-TMA-20_11842	3	Epithelial proliferative
Composite-TMA-20_11843	3	Epithelial proliferative
Composite-TMA-20_11844	4	Epithelial
Composite-TMA-20_11845	3	Epithelial proliferative
Composite-TMA-20_11847	4	Epithelial
Composite-TMA-20_11848	3	Epithelial proliferative
