cell_id	leiden	cell_type
Composite-TMA-27_16497	10	Epithelial proliferative
Composite-TMA-27_16498	11	Epithelial I-P
Composite-TMA-27_16499	11	Epithelial I-P
Composite-TMA-27_165	10	Epithelial proliferative
Composite-TMA-27_1650	7	Epithelial
Composite-TMA-27_16500	3	Epithelial proliferative
Composite-TMA-27_16501	7	Epithelial
Composite-TMA-27_16502	11	Epithelial I-P
Composite-TMA-27_16503	7	Epithelial
Composite-TMA-27_16504	7	Epithelial
Composite-TMA-27_16505	5	Epithelial
Composite-TMA-27_16506	5	Epithelial
Composite-TMA-27_16507	11	Epithelial I-P
Composite-TMA-27_16508	3	Epithelial proliferative
Composite-TMA-27_16509	7	Epithelial
Composite-TMA-27_1651	3	Epithelial proliferative
Composite-TMA-27_16510	10	Epithelial proliferative
Composite-TMA-27_16511	5	Epithelial
Composite-TMA-27_16512	5	Epithelial
Composite-TMA-27_16513	5	Epithelial
Composite-TMA-27_16514	7	Epithelial
Composite-TMA-27_16515	10	Epithelial proliferative
Composite-TMA-27_16516	11	Epithelial I-P
Composite-TMA-27_16517	11	Epithelial I-P
Composite-TMA-27_16518	3	Epithelial proliferative
Composite-TMA-27_16519	7	Epithelial
Composite-TMA-27_1652	3	Epithelial proliferative
Composite-TMA-27_16520	5	Epithelial
Composite-TMA-27_16521	5	Epithelial
Composite-TMA-27_16522	5	Epithelial
Composite-TMA-27_16523	11	Epithelial I-P
Composite-TMA-27_16525	5	Epithelial
Composite-TMA-27_16526	3	Epithelial proliferative
Composite-TMA-27_16527	5	Epithelial
Composite-TMA-27_16528	5	Epithelial
Composite-TMA-27_16529	7	Epithelial
Composite-TMA-27_1653	15	Unclear
Composite-TMA-27_16530	10	Epithelial proliferative
Composite-TMA-27_16531	7	Epithelial
Composite-TMA-27_16532	5	Epithelial
Composite-TMA-27_16533	10	Epithelial proliferative
Composite-TMA-27_16534	3	Epithelial proliferative
Composite-TMA-27_16535	5	Epithelial
Composite-TMA-27_16536	5	Epithelial
Composite-TMA-27_16537	11	Epithelial I-P
Composite-TMA-27_16538	7	Epithelial
Composite-TMA-27_16539	5	Epithelial
Composite-TMA-27_1654	11	Epithelial I-P
Composite-TMA-27_16540	10	Epithelial proliferative
Composite-TMA-27_16541	5	Epithelial
Composite-TMA-27_16543	3	Epithelial proliferative
Composite-TMA-27_16544	3	Epithelial proliferative
Composite-TMA-27_16545	7	Epithelial
Composite-TMA-27_16546	7	Epithelial
Composite-TMA-27_16547	5	Epithelial
Composite-TMA-27_16548	5	Epithelial
Composite-TMA-27_16549	11	Epithelial I-P
Composite-TMA-27_1655	3	Epithelial proliferative
Composite-TMA-27_16550	5	Epithelial
Composite-TMA-27_16551	5	Epithelial
Composite-TMA-27_16552	5	Epithelial
Composite-TMA-27_16554	7	Epithelial
Composite-TMA-27_16555	7	Epithelial
Composite-TMA-27_16556	5	Epithelial
Composite-TMA-27_16557	10	Epithelial proliferative
Composite-TMA-27_16558	10	Epithelial proliferative
Composite-TMA-27_16559	3	Epithelial proliferative
Composite-TMA-27_1656	10	Epithelial proliferative
Composite-TMA-27_16560	3	Epithelial proliferative
Composite-TMA-27_16561	3	Epithelial proliferative
Composite-TMA-27_16562	7	Epithelial
Composite-TMA-27_16563	7	Epithelial
Composite-TMA-27_16564	11	Epithelial I-P
Composite-TMA-27_16565	10	Epithelial proliferative
Composite-TMA-27_16566	7	Epithelial
Composite-TMA-27_16568	15	Unclear
Composite-TMA-27_16569	7	Epithelial
Composite-TMA-27_1657	7	Epithelial
Composite-TMA-27_16570	7	Epithelial
Composite-TMA-27_16571	7	Epithelial
Composite-TMA-27_16572	7	Epithelial
Composite-TMA-27_16573	5	Epithelial
Composite-TMA-27_16574	5	Epithelial
Composite-TMA-27_16575	3	Epithelial proliferative
Composite-TMA-27_16576	7	Epithelial
Composite-TMA-27_16577	7	Epithelial
Composite-TMA-27_16578	5	Epithelial
Composite-TMA-27_16579	7	Epithelial
Composite-TMA-27_1658	7	Epithelial
Composite-TMA-27_16580	5	Epithelial
Composite-TMA-27_16581	5	Epithelial
Composite-TMA-27_16583	3	Epithelial proliferative
Composite-TMA-27_16584	5	Epithelial
Composite-TMA-27_16585	7	Epithelial
Composite-TMA-27_16586	5	Epithelial
Composite-TMA-27_16587	5	Epithelial
Composite-TMA-27_16588	7	Epithelial
Composite-TMA-27_16589	3	Epithelial proliferative
Composite-TMA-27_1659	11	Epithelial I-P
Composite-TMA-27_16590	11	Epithelial I-P
Composite-TMA-27_16591	3	Epithelial proliferative
Composite-TMA-27_16592	11	Epithelial I-P
Composite-TMA-27_16593	11	Epithelial I-P
Composite-TMA-27_16594	10	Epithelial proliferative
Composite-TMA-27_16595	5	Epithelial
Composite-TMA-27_16596	11	Epithelial I-P
Composite-TMA-27_16597	3	Epithelial proliferative
Composite-TMA-27_16598	10	Epithelial proliferative
Composite-TMA-27_16599	7	Epithelial
Composite-TMA-27_16600	5	Epithelial
Composite-TMA-27_16601	10	Epithelial proliferative
Composite-TMA-27_16602	5	Epithelial
Composite-TMA-27_16603	5	Epithelial
Composite-TMA-27_16605	5	Epithelial
Composite-TMA-27_16606	7	Epithelial
Composite-TMA-27_16607	7	Epithelial
Composite-TMA-27_16608	5	Epithelial
Composite-TMA-27_16609	5	Epithelial
Composite-TMA-27_16610	10	Epithelial proliferative
Composite-TMA-27_16611	7	Epithelial
Composite-TMA-27_16612	5	Epithelial
Composite-TMA-27_16613	7	Epithelial
Composite-TMA-27_16614	5	Epithelial
Composite-TMA-27_16615	5	Epithelial
Composite-TMA-27_16616	10	Epithelial proliferative
Composite-TMA-27_16617	5	Epithelial
Composite-TMA-27_16618	11	Epithelial I-P
Composite-TMA-27_16619	3	Epithelial proliferative
Composite-TMA-27_1662	5	Epithelial
Composite-TMA-27_16620	3	Epithelial proliferative
Composite-TMA-27_16621	7	Epithelial
Composite-TMA-27_16622	5	Epithelial
Composite-TMA-27_16623	11	Epithelial I-P
Composite-TMA-27_16624	10	Epithelial proliferative
Composite-TMA-27_16625	10	Epithelial proliferative
Composite-TMA-27_16626	11	Epithelial I-P
Composite-TMA-27_16627	3	Epithelial proliferative
Composite-TMA-27_16628	7	Epithelial
Composite-TMA-27_16629	7	Epithelial
Composite-TMA-27_1663	7	Epithelial
Composite-TMA-27_16630	11	Epithelial I-P
Composite-TMA-27_16631	11	Epithelial I-P
Composite-TMA-27_16632	11	Epithelial I-P
Composite-TMA-27_16633	3	Epithelial proliferative
Composite-TMA-27_16634	7	Epithelial
Composite-TMA-27_16635	5	Epithelial
Composite-TMA-27_16636	11	Epithelial I-P
Composite-TMA-27_16637	10	Epithelial proliferative
Composite-TMA-27_16638	10	Epithelial proliferative
Composite-TMA-27_16639	5	Epithelial
Composite-TMA-27_1664	3	Epithelial proliferative
Composite-TMA-27_16640	3	Epithelial proliferative
Composite-TMA-27_16641	7	Epithelial
Composite-TMA-27_16642	11	Epithelial I-P
Composite-TMA-27_16643	3	Epithelial proliferative
Composite-TMA-27_16644	7	Epithelial
Composite-TMA-27_16645	5	Epithelial
Composite-TMA-27_16646	5	Epithelial
Composite-TMA-27_16647	5	Epithelial
Composite-TMA-27_16648	15	Unclear
Composite-TMA-27_16649	10	Epithelial proliferative
Composite-TMA-27_1665	11	Epithelial I-P
Composite-TMA-27_16650	7	Epithelial
Composite-TMA-27_16651	7	Epithelial
Composite-TMA-27_16652	5	Epithelial
Composite-TMA-27_16653	7	Epithelial
Composite-TMA-27_16654	5	Epithelial
Composite-TMA-27_16655	5	Epithelial
Composite-TMA-27_16656	11	Epithelial I-P
Composite-TMA-27_16657	11	Epithelial I-P
Composite-TMA-27_16658	5	Epithelial
Composite-TMA-27_16659	5	Epithelial
Composite-TMA-27_16660	5	Epithelial
Composite-TMA-27_16661	10	Epithelial proliferative
Composite-TMA-27_16662	11	Epithelial I-P
Composite-TMA-27_16663	11	Epithelial I-P
Composite-TMA-27_16664	11	Epithelial I-P
Composite-TMA-27_16665	11	Epithelial I-P
Composite-TMA-27_16666	7	Epithelial
Composite-TMA-27_16667	7	Epithelial
Composite-TMA-27_16668	5	Epithelial
Composite-TMA-27_16669	7	Epithelial
Composite-TMA-27_1667	7	Epithelial
Composite-TMA-27_16670	7	Epithelial
Composite-TMA-27_16671	7	Epithelial
Composite-TMA-27_16672	7	Epithelial
Composite-TMA-27_16673	5	Epithelial
Composite-TMA-27_16675	7	Epithelial
Composite-TMA-27_16676	7	Epithelial
Composite-TMA-27_16677	5	Epithelial
Composite-TMA-27_16678	5	Epithelial
Composite-TMA-27_1668	7	Epithelial
Composite-TMA-27_16680	10	Epithelial proliferative
Composite-TMA-27_16681	5	Epithelial
Composite-TMA-27_16682	10	Epithelial proliferative
Composite-TMA-27_16683	10	Epithelial proliferative
Composite-TMA-27_16684	7	Epithelial
Composite-TMA-27_16685	7	Epithelial
Composite-TMA-27_16686	7	Epithelial
Composite-TMA-27_16687	5	Epithelial
Composite-TMA-27_16688	7	Epithelial
Composite-TMA-27_16689	7	Epithelial
Composite-TMA-27_1669	3	Epithelial proliferative
Composite-TMA-27_16690	10	Epithelial proliferative
Composite-TMA-27_16691	11	Epithelial I-P
Composite-TMA-27_16692	3	Epithelial proliferative
Composite-TMA-27_16693	3	Epithelial proliferative
Composite-TMA-27_16694	7	Epithelial
Composite-TMA-27_16695	10	Epithelial proliferative
Composite-TMA-27_16696	5	Epithelial
Composite-TMA-27_16698	11	Epithelial I-P
Composite-TMA-27_16699	3	Epithelial proliferative
Composite-TMA-27_167	11	Epithelial I-P
Composite-TMA-27_1670	7	Epithelial
Composite-TMA-27_16700	5	Epithelial
Composite-TMA-27_16701	5	Epithelial
Composite-TMA-27_16702	11	Epithelial I-P
Composite-TMA-27_16703	7	Epithelial
Composite-TMA-27_16704	10	Epithelial proliferative
Composite-TMA-27_16705	5	Epithelial
Composite-TMA-27_16706	5	Epithelial
Composite-TMA-27_16707	11	Epithelial I-P
Composite-TMA-27_16708	11	Epithelial I-P
Composite-TMA-27_16709	10	Epithelial proliferative
Composite-TMA-27_1671	7	Epithelial
Composite-TMA-27_16710	5	Epithelial
Composite-TMA-27_16711	5	Epithelial
Composite-TMA-27_16712	5	Epithelial
Composite-TMA-27_16713	3	Epithelial proliferative
Composite-TMA-27_16714	3	Epithelial proliferative
Composite-TMA-27_16715	7	Epithelial
Composite-TMA-27_16716	10	Epithelial proliferative
Composite-TMA-27_16717	11	Epithelial I-P
Composite-TMA-27_16718	3	Epithelial proliferative
Composite-TMA-27_16719	7	Epithelial
Composite-TMA-27_1672	7	Epithelial
Composite-TMA-27_16720	5	Epithelial
Composite-TMA-27_16721	5	Epithelial
Composite-TMA-27_16722	11	Epithelial I-P
Composite-TMA-27_16723	3	Epithelial proliferative
Composite-TMA-27_16724	7	Epithelial
Composite-TMA-27_16725	7	Epithelial
Composite-TMA-27_16726	11	Epithelial I-P
Composite-TMA-27_16727	15	Unclear
Composite-TMA-27_16728	3	Epithelial proliferative
Composite-TMA-27_16729	7	Epithelial
Composite-TMA-27_1673	7	Epithelial
Composite-TMA-27_16730	7	Epithelial
Composite-TMA-27_16731	7	Epithelial
Composite-TMA-27_16732	5	Epithelial
Composite-TMA-27_16733	5	Epithelial
Composite-TMA-27_16734	11	Epithelial I-P
Composite-TMA-27_16735	11	Epithelial I-P
Composite-TMA-27_16736	11	Epithelial I-P
Composite-TMA-27_16737	11	Epithelial I-P
Composite-TMA-27_16739	7	Epithelial
Composite-TMA-27_1674	5	Epithelial
Composite-TMA-27_16740	5	Epithelial
Composite-TMA-27_16741	5	Epithelial
Composite-TMA-27_16742	11	Epithelial I-P
Composite-TMA-27_16743	11	Epithelial I-P
Composite-TMA-27_16745	3	Epithelial proliferative
Composite-TMA-27_16746	5	Epithelial
Composite-TMA-27_16747	7	Epithelial
Composite-TMA-27_16748	7	Epithelial
Composite-TMA-27_16749	10	Epithelial proliferative
Composite-TMA-27_1675	3	Epithelial proliferative
Composite-TMA-27_16750	10	Epithelial proliferative
Composite-TMA-27_16751	5	Epithelial
Composite-TMA-27_16752	5	Epithelial
Composite-TMA-27_16754	7	Epithelial
Composite-TMA-27_16755	7	Epithelial
Composite-TMA-27_16756	5	Epithelial
Composite-TMA-27_16758	11	Epithelial I-P
Composite-TMA-27_16759	5	Epithelial
Composite-TMA-27_1676	7	Epithelial
Composite-TMA-27_16760	5	Epithelial
Composite-TMA-27_16761	5	Epithelial
Composite-TMA-27_16762	3	Epithelial proliferative
Composite-TMA-27_16765	11	Epithelial I-P
Composite-TMA-27_16766	11	Epithelial I-P
Composite-TMA-27_16767	7	Epithelial
Composite-TMA-27_16768	10	Epithelial proliferative
Composite-TMA-27_16769	7	Epithelial
Composite-TMA-27_1677	7	Epithelial
Composite-TMA-27_16770	7	Epithelial
Composite-TMA-27_16771	5	Epithelial
Composite-TMA-27_16773	7	Epithelial
Composite-TMA-27_16774	7	Epithelial
Composite-TMA-27_16775	10	Epithelial proliferative
Composite-TMA-27_16776	10	Epithelial proliferative
Composite-TMA-27_16777	7	Epithelial
Composite-TMA-27_16778	7	Epithelial
Composite-TMA-27_16779	7	Epithelial
Composite-TMA-27_1678	10	Epithelial proliferative
Composite-TMA-27_16782	15	Unclear
Composite-TMA-27_16783	11	Epithelial I-P
Composite-TMA-27_16784	7	Epithelial
Composite-TMA-27_16785	7	Epithelial
Composite-TMA-27_16786	11	Epithelial I-P
Composite-TMA-27_16787	11	Epithelial I-P
Composite-TMA-27_16788	3	Epithelial proliferative
Composite-TMA-27_16789	7	Epithelial
Composite-TMA-27_1679	10	Epithelial proliferative
Composite-TMA-27_16790	3	Epithelial proliferative
Composite-TMA-27_16791	11	Epithelial I-P
Composite-TMA-27_16792	11	Epithelial I-P
Composite-TMA-27_16793	11	Epithelial I-P
Composite-TMA-27_16794	3	Epithelial proliferative
Composite-TMA-27_16795	7	Epithelial
Composite-TMA-27_16796	5	Epithelial
Composite-TMA-27_16797	7	Epithelial
Composite-TMA-27_16798	5	Epithelial
Composite-TMA-27_16799	10	Epithelial proliferative
Composite-TMA-27_168	11	Epithelial I-P
Composite-TMA-27_1680	3	Epithelial proliferative
Composite-TMA-27_16800	5	Epithelial
Composite-TMA-27_16801	5	Epithelial
Composite-TMA-27_16802	11	Epithelial I-P
Composite-TMA-27_16803	11	Epithelial I-P
Composite-TMA-27_16804	10	Epithelial proliferative
Composite-TMA-27_16805	11	Epithelial I-P
Composite-TMA-27_16806	11	Epithelial I-P
Composite-TMA-27_16807	3	Epithelial proliferative
Composite-TMA-27_16808	3	Epithelial proliferative
Composite-TMA-27_16809	3	Epithelial proliferative
Composite-TMA-27_1681	11	Epithelial I-P
Composite-TMA-27_16810	7	Epithelial
Composite-TMA-27_16811	5	Epithelial
Composite-TMA-27_16814	7	Epithelial
Composite-TMA-27_16815	5	Epithelial
Composite-TMA-27_16818	11	Epithelial I-P
Composite-TMA-27_16819	3	Epithelial proliferative
Composite-TMA-27_16820	7	Epithelial
Composite-TMA-27_16821	5	Epithelial
Composite-TMA-27_16822	11	Epithelial I-P
Composite-TMA-27_16823	7	Epithelial
Composite-TMA-27_16824	7	Epithelial
Composite-TMA-27_16825	10	Epithelial proliferative
Composite-TMA-27_16826	7	Epithelial
Composite-TMA-27_16827	5	Epithelial
Composite-TMA-27_16828	10	Epithelial proliferative
Composite-TMA-27_16829	5	Epithelial
Composite-TMA-27_1683	5	Epithelial
Composite-TMA-27_16830	5	Epithelial
Composite-TMA-27_16831	5	Epithelial
Composite-TMA-27_16832	5	Epithelial
Composite-TMA-27_16833	5	Epithelial
Composite-TMA-27_16834	5	Epithelial
Composite-TMA-27_16836	3	Epithelial proliferative
Composite-TMA-27_16837	3	Epithelial proliferative
Composite-TMA-27_16838	7	Epithelial
Composite-TMA-27_16839	5	Epithelial
Composite-TMA-27_1684	3	Epithelial proliferative
Composite-TMA-27_16840	10	Epithelial proliferative
Composite-TMA-27_16841	11	Epithelial I-P
Composite-TMA-27_16842	3	Epithelial proliferative
Composite-TMA-27_16843	7	Epithelial
Composite-TMA-27_16844	5	Epithelial
Composite-TMA-27_16845	10	Epithelial proliferative
Composite-TMA-27_16846	11	Epithelial I-P
Composite-TMA-27_16847	3	Epithelial proliferative
Composite-TMA-27_16848	5	Epithelial
Composite-TMA-27_16849	10	Epithelial proliferative
Composite-TMA-27_1685	3	Epithelial proliferative
Composite-TMA-27_16850	3	Epithelial proliferative
Composite-TMA-27_16851	2	Epithelial
Composite-TMA-27_16852	7	Epithelial
Composite-TMA-27_16853	5	Epithelial
Composite-TMA-27_16854	11	Epithelial I-P
Composite-TMA-27_16855	7	Epithelial
Composite-TMA-27_16856	10	Epithelial proliferative
Composite-TMA-27_16857	10	Epithelial proliferative
Composite-TMA-27_16858	11	Epithelial I-P
Composite-TMA-27_16859	7	Epithelial
Composite-TMA-27_16860	5	Epithelial
Composite-TMA-27_16861	5	Epithelial
Composite-TMA-27_16862	11	Epithelial I-P
Composite-TMA-27_16863	7	Epithelial
Composite-TMA-27_16864	7	Epithelial
Composite-TMA-27_16865	7	Epithelial
Composite-TMA-27_16866	5	Epithelial
Composite-TMA-27_16867	5	Epithelial
Composite-TMA-27_16868	7	Epithelial
Composite-TMA-27_16869	5	Epithelial
Composite-TMA-27_1687	15	Unclear
Composite-TMA-27_16870	3	Epithelial proliferative
Composite-TMA-27_16871	7	Epithelial
Composite-TMA-27_16872	5	Epithelial
Composite-TMA-27_16873	3	Epithelial proliferative
Composite-TMA-27_16875	10	Epithelial proliferative
Composite-TMA-27_16876	11	Epithelial I-P
Composite-TMA-27_16877	11	Epithelial I-P
Composite-TMA-27_16878	7	Epithelial
Composite-TMA-27_16879	7	Epithelial
Composite-TMA-27_1688	7	Epithelial
Composite-TMA-27_16880	5	Epithelial
Composite-TMA-27_16881	10	Epithelial proliferative
Composite-TMA-27_16882	11	Epithelial I-P
Composite-TMA-27_16883	3	Epithelial proliferative
Composite-TMA-27_16884	11	Epithelial I-P
Composite-TMA-27_16885	3	Epithelial proliferative
Composite-TMA-27_16886	3	Epithelial proliferative
Composite-TMA-27_16887	3	Epithelial proliferative
Composite-TMA-27_16888	7	Epithelial
Composite-TMA-27_16889	5	Epithelial
Composite-TMA-27_1689	5	Epithelial
Composite-TMA-27_16890	5	Epithelial
Composite-TMA-27_16891	10	Epithelial proliferative
Composite-TMA-27_16892	5	Epithelial
Composite-TMA-27_16893	11	Epithelial I-P
Composite-TMA-27_16894	3	Epithelial proliferative
Composite-TMA-27_16895	11	Epithelial I-P
Composite-TMA-27_16896	5	Epithelial
Composite-TMA-27_16897	5	Epithelial
Composite-TMA-27_16898	5	Epithelial
Composite-TMA-27_16899	5	Epithelial
Composite-TMA-27_169	11	Epithelial I-P
Composite-TMA-27_1690	3	Epithelial proliferative
Composite-TMA-27_16900	3	Epithelial proliferative
Composite-TMA-27_16901	3	Epithelial proliferative
Composite-TMA-27_16902	7	Epithelial
Composite-TMA-27_16903	7	Epithelial
Composite-TMA-27_16904	5	Epithelial
Composite-TMA-27_16905	10	Epithelial proliferative
Composite-TMA-27_16906	11	Epithelial I-P
Composite-TMA-27_16907	10	Epithelial proliferative
Composite-TMA-27_16908	5	Epithelial
Composite-TMA-27_16909	5	Epithelial
Composite-TMA-27_1691	10	Epithelial proliferative
Composite-TMA-27_16910	10	Epithelial proliferative
Composite-TMA-27_16911	7	Epithelial
Composite-TMA-27_16912	7	Epithelial
Composite-TMA-27_16913	10	Epithelial proliferative
Composite-TMA-27_16915	11	Epithelial I-P
Composite-TMA-27_16916	5	Epithelial
Composite-TMA-27_16917	5	Epithelial
Composite-TMA-27_16918	10	Epithelial proliferative
Composite-TMA-27_16919	3	Epithelial proliferative
Composite-TMA-27_16920	10	Epithelial proliferative
Composite-TMA-27_16921	3	Epithelial proliferative
Composite-TMA-27_16922	11	Epithelial I-P
Composite-TMA-27_16923	11	Epithelial I-P
Composite-TMA-27_16924	10	Epithelial proliferative
Composite-TMA-27_16925	7	Epithelial
Composite-TMA-27_16926	5	Epithelial
Composite-TMA-27_16927	5	Epithelial
Composite-TMA-27_16928	7	Epithelial
Composite-TMA-27_16929	5	Epithelial
Composite-TMA-27_16930	11	Epithelial I-P
Composite-TMA-27_16931	5	Epithelial
Composite-TMA-27_16932	5	Epithelial
Composite-TMA-27_16933	3	Epithelial proliferative
Composite-TMA-27_16934	10	Epithelial proliferative
Composite-TMA-27_16935	10	Epithelial proliferative
Composite-TMA-27_16936	10	Epithelial proliferative
Composite-TMA-27_16937	5	Epithelial
Composite-TMA-27_16938	7	Epithelial
Composite-TMA-27_16939	7	Epithelial
Composite-TMA-27_1694	11	Epithelial I-P
Composite-TMA-27_16940	10	Epithelial proliferative
Composite-TMA-27_16941	11	Epithelial I-P
Composite-TMA-27_16942	11	Epithelial I-P
Composite-TMA-27_16943	11	Epithelial I-P
Composite-TMA-27_16944	7	Epithelial
Composite-TMA-27_16945	7	Epithelial
Composite-TMA-27_16946	10	Epithelial proliferative
Composite-TMA-27_16947	5	Epithelial
Composite-TMA-27_16948	5	Epithelial
Composite-TMA-27_1695	3	Epithelial proliferative
Composite-TMA-27_16950	7	Epithelial
Composite-TMA-27_16951	7	Epithelial
Composite-TMA-27_16952	7	Epithelial
Composite-TMA-27_16953	10	Epithelial proliferative
Composite-TMA-27_16954	7	Epithelial
Composite-TMA-27_16955	5	Epithelial
Composite-TMA-27_16956	5	Epithelial
Composite-TMA-27_16957	5	Epithelial
Composite-TMA-27_16959	3	Epithelial proliferative
Composite-TMA-27_1696	7	Epithelial
Composite-TMA-27_16961	7	Epithelial
Composite-TMA-27_16962	7	Epithelial
Composite-TMA-27_16963	10	Epithelial proliferative
Composite-TMA-27_16964	5	Epithelial
Composite-TMA-27_16965	5	Epithelial
Composite-TMA-27_16966	11	Epithelial I-P
Composite-TMA-27_16967	11	Epithelial I-P
Composite-TMA-27_16968	3	Epithelial proliferative
Composite-TMA-27_16969	3	Epithelial proliferative
Composite-TMA-27_1697	7	Epithelial
Composite-TMA-27_16970	11	Epithelial I-P
Composite-TMA-27_16971	10	Epithelial proliferative
Composite-TMA-27_16972	11	Epithelial I-P
Composite-TMA-27_16973	11	Epithelial I-P
Composite-TMA-27_16974	3	Epithelial proliferative
Composite-TMA-27_16975	11	Epithelial I-P
Composite-TMA-27_16976	5	Epithelial
Composite-TMA-27_16979	11	Epithelial I-P
Composite-TMA-27_1698	7	Epithelial
Composite-TMA-27_16980	10	Epithelial proliferative
Composite-TMA-27_16981	7	Epithelial
Composite-TMA-27_16982	5	Epithelial
Composite-TMA-27_16983	5	Epithelial
Composite-TMA-27_16985	11	Epithelial I-P
Composite-TMA-27_16986	5	Epithelial
Composite-TMA-27_16987	5	Epithelial
Composite-TMA-27_16988	5	Epithelial
Composite-TMA-27_16989	10	Epithelial proliferative
Composite-TMA-27_1699	7	Epithelial
Composite-TMA-27_16990	7	Epithelial
Composite-TMA-27_16991	7	Epithelial
Composite-TMA-27_16992	5	Epithelial
Composite-TMA-27_16993	11	Epithelial I-P
Composite-TMA-27_16995	3	Epithelial proliferative
Composite-TMA-27_16996	3	Epithelial proliferative
Composite-TMA-27_16997	5	Epithelial
Composite-TMA-27_16998	3	Epithelial proliferative
Composite-TMA-27_16999	3	Epithelial proliferative
Composite-TMA-27_170	3	Epithelial proliferative
Composite-TMA-27_1700	10	Epithelial proliferative
Composite-TMA-27_17000	3	Epithelial proliferative
Composite-TMA-27_17001	3	Epithelial proliferative
Composite-TMA-27_17002	5	Epithelial
Composite-TMA-27_17003	5	Epithelial
Composite-TMA-27_17004	11	Epithelial I-P
Composite-TMA-27_17005	7	Epithelial
Composite-TMA-27_17006	7	Epithelial
Composite-TMA-27_17007	7	Epithelial
Composite-TMA-27_17008	10	Epithelial proliferative
Composite-TMA-27_17009	5	Epithelial
Composite-TMA-27_1701	11	Epithelial I-P
Composite-TMA-27_17010	7	Epithelial
Composite-TMA-27_17011	5	Epithelial
Composite-TMA-27_17012	7	Epithelial
Composite-TMA-27_17013	5	Epithelial
Composite-TMA-27_17014	5	Epithelial
Composite-TMA-27_17015	3	Epithelial proliferative
Composite-TMA-27_17016	3	Epithelial proliferative
Composite-TMA-27_17018	3	Epithelial proliferative
Composite-TMA-27_17019	3	Epithelial proliferative
Composite-TMA-27_1702	11	Epithelial I-P
Composite-TMA-27_17020	3	Epithelial proliferative
Composite-TMA-27_17021	5	Epithelial
Composite-TMA-27_17022	5	Epithelial
Composite-TMA-27_17023	5	Epithelial
Composite-TMA-27_17025	11	Epithelial I-P
Composite-TMA-27_17026	7	Epithelial
Composite-TMA-27_17027	7	Epithelial
Composite-TMA-27_17028	11	Epithelial I-P
Composite-TMA-27_17029	11	Epithelial I-P
Composite-TMA-27_17030	7	Epithelial
Composite-TMA-27_17031	7	Epithelial
Composite-TMA-27_17032	7	Epithelial
Composite-TMA-27_17033	7	Epithelial
Composite-TMA-27_17034	5	Epithelial
Composite-TMA-27_17035	5	Epithelial
Composite-TMA-27_17036	10	Epithelial proliferative
Composite-TMA-27_17037	5	Epithelial
Composite-TMA-27_17038	10	Epithelial proliferative
Composite-TMA-27_17039	3	Epithelial proliferative
Composite-TMA-27_1704	7	Epithelial
Composite-TMA-27_17040	7	Epithelial
Composite-TMA-27_17041	7	Epithelial
Composite-TMA-27_17042	10	Epithelial proliferative
Composite-TMA-27_17043	10	Epithelial proliferative
Composite-TMA-27_17044	3	Epithelial proliferative
Composite-TMA-27_17045	3	Epithelial proliferative
Composite-TMA-27_17046	7	Epithelial
Composite-TMA-27_17047	11	Epithelial I-P
Composite-TMA-27_17048	5	Epithelial
Composite-TMA-27_17049	11	Epithelial I-P
Composite-TMA-27_1705	5	Epithelial
Composite-TMA-27_17050	3	Epithelial proliferative
Composite-TMA-27_17051	10	Epithelial proliferative
Composite-TMA-27_17052	5	Epithelial
Composite-TMA-27_17053	10	Epithelial proliferative
Composite-TMA-27_17055	11	Epithelial I-P
Composite-TMA-27_17056	5	Epithelial
Composite-TMA-27_17057	5	Epithelial
Composite-TMA-27_17058	11	Epithelial I-P
Composite-TMA-27_17059	11	Epithelial I-P
Composite-TMA-27_1706	3	Epithelial proliferative
Composite-TMA-27_17060	7	Epithelial
Composite-TMA-27_17061	5	Epithelial
Composite-TMA-27_17062	5	Epithelial
Composite-TMA-27_17063	5	Epithelial
Composite-TMA-27_17064	3	Epithelial proliferative
Composite-TMA-27_17065	3	Epithelial proliferative
Composite-TMA-27_17066	5	Epithelial
Composite-TMA-27_17068	3	Epithelial proliferative
Composite-TMA-27_17070	3	Epithelial proliferative
Composite-TMA-27_17072	3	Epithelial proliferative
Composite-TMA-27_17073	3	Epithelial proliferative
Composite-TMA-27_17074	7	Epithelial
Composite-TMA-27_17075	7	Epithelial
Composite-TMA-27_17076	10	Epithelial proliferative
Composite-TMA-27_17077	3	Epithelial proliferative
Composite-TMA-27_17078	11	Epithelial I-P
Composite-TMA-27_17079	7	Epithelial
Composite-TMA-27_1708	3	Epithelial proliferative
Composite-TMA-27_17080	5	Epithelial
Composite-TMA-27_17081	5	Epithelial
Composite-TMA-27_17083	3	Epithelial proliferative
Composite-TMA-27_17084	5	Epithelial
Composite-TMA-27_17085	3	Epithelial proliferative
Composite-TMA-27_17086	10	Epithelial proliferative
Composite-TMA-27_17087	7	Epithelial
Composite-TMA-27_17088	5	Epithelial
Composite-TMA-27_17089	10	Epithelial proliferative
Composite-TMA-27_1709	7	Epithelial
Composite-TMA-27_17090	7	Epithelial
Composite-TMA-27_17091	7	Epithelial
Composite-TMA-27_17092	10	Epithelial proliferative
Composite-TMA-27_17093	5	Epithelial
Composite-TMA-27_17094	7	Epithelial
Composite-TMA-27_17095	5	Epithelial
Composite-TMA-27_17096	5	Epithelial
